Cluster	Motif 1	Motif 2	Number of genes in cluster with both motifs	Total number of genes with both motifs	Number of genes in cluster	Raw p-value	Adjusted p-value (BH)	Adjusted p-value (Bonf)	Adjusted p-value (Global Bonf)	Genes
cortex	DOF5.7_2	PIF3	16	723	442	0.153126	0.459377	1	1	AT1G09350;AT1G21070;AT2G30520;AT2G45960;AT2G48080;AT3G06750;AT4G04970;AT4G10960;AT4G17615;AT4G18930;AT4G32460;AT4G37235;AT4G39800;AT5G11420;AT5G62670;AT5G65380;
cortex	DOF5.7_2	PIF4	21	757	442	0.0163656	0.130925	1	1	AT1G03870;AT1G27450;AT1G44830;AT1G76670;AT1G78040;AT1G78860;AT2G30520;AT2G45960;AT2G47270;AT3G06750;AT3G06760;AT4G04970;AT4G17615;AT4G37235;AT4G39800;AT5G03150;AT5G09440;AT5G11420;AT5G62670;AT5G64810;AT5G65380;
cortex	DOF5.7_2	PIF5	19	784	442	0.0671155	0.28603	1	1	AT1G09350;AT1G27450;AT1G76670;AT1G78040;AT1G78860;AT2G30520;AT2G45960;AT3G06750;AT3G62420;AT4G04970;AT4G10960;AT4G17615;AT4G37235;AT4G39800;AT5G05270;AT5G09440;AT5G62670;AT5G64810;AT5G65380;
cortex	DOF5.7_2	RAP2.3	13	788	442	0.552272	0.552272	1	1	AT1G15165;AT1G22070;AT1G78040;AT2G41660;AT2G46490;AT2G47270;AT3G06750;AT3G24190;AT3G62420;AT4G39800;AT5G05270;AT5G18590;AT5G45630;
cortex	DOF5.7_2	RAP2.3_2	13	869	442	0.691157	0.691157	1	1	AT1G15165;AT1G78040;AT2G02955;AT2G36310;AT2G41660;AT2G46490;AT2G47270;AT3G24190;AT3G62420;AT4G39800;AT5G02270;AT5G55850;AT5G57123;
cortex	DOF5.7_2	RAP2.3_3ARY	9	885	442	0.960593	0.960593	1	1	AT1G78040;AT2G02955;AT2G36310;AT2G41660;AT2G46490;AT2G47270;AT3G62420;AT5G05270;AT5G55850;
cortex	DOF5.7_2	RAP2.6	11	805	442	0.787172	0.787172	1	1	AT1G15165;AT1G22070;AT1G78040;AT2G41660;AT2G46490;AT2G47270;AT3G62420;AT4G39800;AT5G18590;AT5G45630;AT5G55850;
cortex	DOF5.7_2	RAP2.6_2	8	842	442	0.971487	0.971487	1	1	AT1G21070;AT1G22070;AT2G02955;AT2G36310;AT2G45960;AT2G48080;AT3G62420;AT4G30420;
cortex	DOF5.7_2	RAP2.6_3ARY	8	677	442	0.878512	0.878512	1	1	AT1G09350;AT2G36310;AT2G46490;AT3G05490;AT3G62420;AT4G04970;AT4G30420;AT5G24570;
cortex	DOF5.7_2	REM1	22	776	442	0.0113194	0.101874	1	1	AT1G03870;AT1G13420;AT1G22070;AT1G27450;AT1G76640;AT1G78040;AT2G36310;AT2G45960;AT2G46490;AT2G48080;AT3G24190;AT3G25290;AT3G62420;AT4G18930;AT4G30420;AT5G02270;AT5G09440;AT5G12300;AT5G15180;AT5G45630;AT5G59010;AT5G62670;
cortex	DOF5.7_2	REM1_2	17	776	442	0.153361	0.460083	1	1	AT1G03870;AT1G18280;AT1G55120;AT2G02990;AT2G24840;AT2G42490;AT2G48080;AT3G48940;AT4G04970;AT4G17615;AT4G23730;AT4G39800;AT5G02270;AT5G03350;AT5G07990;AT5G11420;AT5G45630;
cortex	DOF5.7_2	RRTF1	11	797	442	0.776533	0.776533	1	1	AT1G15165;AT1G22070;AT1G78040;AT2G46490;AT2G47270;AT3G24190;AT3G62420;AT4G39800;AT5G05270;AT5G18590;AT5G45630;
cortex	DOF5.7_2	RRTF1_2	14	892	442	0.626445	0.626445	1	1	AT1G15165;AT2G02955;AT2G36310;AT2G41660;AT2G46490;AT2G47270;AT3G24190;AT3G62420;AT4G39800;AT5G02270;AT5G18590;AT5G45630;AT5G55850;AT5G57123;
cortex	DOF5.7_2	RRTF1_3ARY	15	848	442	0.441808	0.533603	1	1	AT1G01620;AT1G15165;AT1G78040;AT2G02955;AT2G36310;AT2G37170;AT2G41660;AT2G46490;AT2G47270;AT3G24190;AT3G62420;AT4G39800;AT5G18590;AT5G45630;AT5G55850;
cortex	DOF5.7_2	RVE1	16	762	442	0.204445	0.494296	1	1	AT1G18280;AT1G21070;AT1G78040;AT3G06750;AT3G15750;AT3G25290;AT3G28740;AT3G62420;AT4G17615;AT4G23730;AT4G39800;AT5G02790;AT5G09440;AT5G18590;AT5G39580;AT5G57123;
cortex	DOF5.7_2	RVE1_2	12	785	442	0.658219	0.658219	1	1	AT1G09350;AT2G30520;AT3G06750;AT3G28740;AT3G44860;AT3G62420;AT4G02700;AT4G37235;AT5G07990;AT5G11420;AT5G24570;AT5G59010;
cortex	DOF5.7_2	SPL1	9	839	442	0.941237	0.941237	1	1	AT1G03870;AT1G09350;AT1G21070;AT1G63080;AT1G78040;AT3G06750;AT3G12110;AT5G07990;AT5G09440;
cortex	DOF5.7_2	SPL1_2	13	834	442	0.634231	0.634231	1	1	AT1G03870;AT1G09350;AT1G78040;AT2G41660;AT3G06760;AT3G12110;AT3G48940;AT4G17615;AT4G30420;AT5G07990;AT5G09440;AT5G62670;AT5G65380;
cortex	DOF5.7_2	SPL7	14	893	442	0.628102	0.628102	1	1	AT1G09350;AT1G22070;AT1G63080;AT1G76670;AT1G78860;AT2G36310;AT2G44670;AT3G06750;AT3G06760;AT3G12110;AT4G17615;AT4G18930;AT5G07990;AT5G09440;
cortex	DOF5.7_2	STY1	9	851	442	0.946957	0.946957	1	1	AT1G76640;AT2G24840;AT2G48080;AT3G06760;AT3G48940;AT5G07990;AT5G20410;AT5G45630;AT5G62670;
cortex	DOF5.7_2	STY1_2	13	803	442	0.579763	0.579763	1	1	AT1G01620;AT1G13420;AT1G16510;AT1G76640;AT1G78040;AT2G37170;AT3G06750;AT3G25290;AT4G23730;AT5G07990;AT5G09440;AT5G45630;AT5G57123;
cortex	DOF5.7_2	TCP15	12	832	442	0.732859	0.732859	1	1	AT1G03870;AT1G09350;AT1G16510;AT2G30520;AT2G41660;AT2G42490;AT3G12110;AT4G39800;AT5G03350;AT5G05270;AT5G18590;AT5G64810;
cortex	DOF5.7_2	TCP16	13	667	442	0.32023	0.533603	1	1	AT1G01620;AT1G03870;AT1G09350;AT1G27450;AT1G78860;AT2G30520;AT2G42490;AT3G12110;AT4G37235;AT4G39800;AT5G05270;AT5G18590;AT5G59300;
cortex	DOF5.7_2	TCP23	14	821	442	0.501239	0.533603	1	1	AT1G03870;AT1G09350;AT1G16510;AT1G22070;AT2G30520;AT2G41660;AT3G12110;AT4G32460;AT4G39800;AT5G03350;AT5G05270;AT5G09960;AT5G18590;AT5G64810;
cortex	DOF5.7_2	TGA2	17	583	442	0.0190019	0.141566	1	1	AT1G27450;AT1G78860;AT2G46490;AT3G24190;AT3G25290;AT3G28740;AT3G62420;AT4G39800;AT5G02270;AT5G03350;AT5G12300;AT5G18590;AT5G39580;AT5G45630;AT5G55850;AT5G57123;AT5G65380;
cortex	DOF5.7_2	TGA2_2	10	386	442	0.11282	0.375104	1	1	AT1G55120;AT2G36310;AT2G46490;AT3G25290;AT3G62420;AT4G04970;AT4G39800;AT5G03350;AT5G39580;AT5G45630;
cortex	DOF5.7_2	TOE1	8	746	442	0.931553	0.931553	1	1	AT2G30520;AT4G30420;AT4G32460;AT5G03350;AT5G09960;AT5G20410;AT5G45630;AT5G62670;
cortex	DOF5.7_2	TOE1_2	9	720	442	0.849619	0.849619	1	1	AT1G03870;AT1G16510;AT1G76640;AT3G05490;AT3G06750;AT3G28740;AT3G48940;AT4G18930;AT4G39800;
cortex	DOF5.7_2	TOE1_3ARY	3	298	442	0.87546	0.87546	1	1	AT1G55120;AT3G12110;AT3G15750;
cortex	DOF5.7_2	TOE2	8	761	442	0.939969	0.939969	1	1	AT1G27450;AT4G30420;AT4G32460;AT5G03350;AT5G09960;AT5G20410;AT5G45630;AT5G62670;
cortex	DOF5.7_2	TOE2_2	11	789	442	0.765527	0.765527	1	1	AT1G03870;AT1G16510;AT1G55120;AT1G76640;AT2G46490;AT3G05490;AT3G06750;AT3G28740;AT3G48940;AT4G18930;AT4G39800;
cortex	DOF5.7_2	TOE2_3ARY	5	321	442	0.620545	0.620545	1	1	AT1G55120;AT1G76640;AT2G36310;AT3G06750;AT3G12110;
cortex	DOF5.7_2	WOX13	16	830	442	0.309451	0.533603	1	1	AT1G09350;AT1G78040;AT2G02955;AT2G26600;AT2G30520;AT2G36310;AT2G37170;AT2G47270;AT3G05490;AT3G06760;AT3G48940;AT4G30420;AT4G32460;AT4G39800;AT5G18590;AT5G24570;
cortex	DOF5.7_2	WOX13_2	15	882	442	0.502914	0.533603	1	1	AT1G01620;AT1G44830;AT1G78860;AT2G37170;AT2G44670;AT2G45290;AT3G05490;AT3G22200;AT4G23730;AT4G39800;AT5G03150;AT5G09440;AT5G55850;AT5G57123;AT5G64810;
cortex	DOF5.7_2	WRKY12	5	208	442	0.266074	0.532149	1	1	AT1G01620;AT3G05490;AT4G02700;AT5G39580;AT5G59010;
cortex	DOF5.7_2	WRKY18	7	507	442	0.741909	0.741909	1	1	AT1G16510;AT3G05490;AT3G12110;AT4G02700;AT5G03150;AT5G39580;AT5G59010;
cortex	DOF5.7_2	WRKY38	6	263	442	0.274795	0.533603	1	1	AT1G01620;AT3G05490;AT4G02700;AT5G03150;AT5G39580;AT5G59010;
cortex	DOF5.7_2	WRKY45	4	211	442	0.467229	0.533603	1	1	AT1G01620;AT3G05490;AT5G39580;AT5G59010;
cortex	DOF5.7_2	YAB1	15	792	442	0.341428	0.533603	1	1	AT1G18280;AT1G22070;AT1G55120;AT1G60010;AT2G02990;AT2G30520;AT2G36310;AT2G37170;AT2G41660;AT3G47220;AT4G02700;AT4G04970;AT4G17615;AT4G37235;AT5G12300;
cortex	DOF5.7_2	YAB5	23	914	442	0.0334255	0.200553	1	1	AT1G18280;AT1G22070;AT1G55120;AT1G60010;AT1G78040;AT2G30520;AT2G37170;AT2G45290;AT3G24190;AT3G25290;AT3G28740;AT3G47220;AT3G48940;AT4G04970;AT4G32460;AT4G37235;AT5G09440;AT5G11420;AT5G12300;AT5G18590;AT5G20410;AT5G39580;AT5G45630;
cortex	DOF5.7_2	ZAT14	13	743	442	0.466686	0.533603	1	1	AT1G16510;AT1G44830;AT1G78860;AT2G41660;AT2G44670;AT3G28740;AT4G04970;AT4G17615;AT4G23730;AT4G39800;AT5G03350;AT5G39580;AT5G64810;
cortex	DOF5.7_2	ZAT18	12	795	442	0.67501	0.67501	1	1	AT1G09350;AT1G16510;AT1G27450;AT1G44830;AT1G78860;AT2G41660;AT2G44670;AT3G06760;AT4G39800;AT5G05270;AT5G39580;AT5G64810;
cortex	DOF5.7_2	ZAT2	13	909	442	0.749404	0.749404	1	1	AT1G01620;AT1G03870;AT1G18280;AT1G78040;AT2G47270;AT3G12110;AT3G47220;AT3G62420;AT4G10960;AT4G23730;AT5G05270;AT5G18590;AT5G55850;
cortex	DOF5.7_2	ZAT6	12	612	442	0.322557	0.533603	1	1	AT1G13420;AT1G76640;AT2G41660;AT2G42490;AT2G45960;AT4G30420;AT4G32460;AT5G07990;AT5G20410;AT5G39580;AT5G59010;AT5G65380;
cortex	DREB2C	DREB2C_2	1	181	442	0.952552	0.952552	1	1	AT1G29025;
cortex	DREB2C	ERF1	0	41	442	1	1	1	1	
cortex	DREB2C	ETT	3	424	442	0.973348	0.973348	1	1	AT2G19890;AT4G38810;AT5G67560;
cortex	DREB2C	ETT_2	8	472	442	0.528778	0.533603	1	1	AT1G29025;AT2G31090;AT2G45960;AT3G04520;AT3G50800;AT3G61420;AT4G30530;AT5G11420;
cortex	DREB2C	GATA12	5	1178	442	0.999984	0.999984	1	1	AT2G20680;AT2G41660;AT2G46490;AT5G65430;AT5G67560;
cortex	DREB2C	GLK1	4	1059	442	0.999983	0.999983	1	1	AT1G15165;AT1G78100;AT2G41705;AT5G52260;
cortex	DREB2C	GLK1_2	7	875	442	0.991233	0.991233	1	1	AT1G26970;AT2G20680;AT2G46490;AT3G04520;AT4G04970;AT4G17615;AT5G65430;
cortex	DREB2C	HSFB2A	10	954	442	0.958028	0.958028	1	1	AT1G26970;AT1G70990;AT2G31090;AT2G42490;AT2G46930;AT3G16240;AT4G11360;AT4G19880;AT4G34050;AT4G34860;
cortex	DREB2C	HSFB2A_2	7	887	442	0.992307	0.992307	1	1	AT1G01620;AT2G19890;AT2G26080;AT2G31090;AT2G36830;AT3G11900;AT4G17615;
cortex	DREB2C	HSFC1	9	845	442	0.944161	0.944161	1	1	AT1G01620;AT2G19890;AT2G26080;AT2G31090;AT2G36830;AT2G42490;AT3G11900;AT5G28020;AT5G44340;
cortex	DREB2C	HSFC1_2	8	893	442	0.982661	0.982661	1	1	AT1G26970;AT1G70990;AT2G33990;AT3G16240;AT3G50800;AT3G61420;AT4G11360;AT4G19880;
cortex	DREB2C	ICU4	20	618	442	0.00387719	0.0507469	1	1	AT1G01620;AT1G05680;AT1G16850;AT1G29025;AT1G70990;AT2G33990;AT2G42490;AT2G46930;AT3G11900;AT3G61420;AT3G61430;AT4G24110;AT4G34860;AT5G02270;AT5G11420;AT5G24410;AT5G52260;AT5G55850;AT5G65430;AT5G67560;
cortex	DREB2C	KAN1	14	815	442	0.490151	0.533603	1	1	AT1G07750;AT1G20010;AT1G70990;AT1G78100;AT2G36830;AT2G41705;AT2G45960;AT3G04520;AT3G61430;AT4G16563;AT4G19880;AT4G34050;AT5G44340;AT5G52260;
cortex	DREB2C	KAN4	11	830	442	0.81807	0.81807	1	1	AT1G07750;AT2G31090;AT2G36830;AT2G46930;AT3G04520;AT3G16240;AT4G17615;AT4G19880;AT4G34860;AT5G20280;AT5G44340;
cortex	DREB2C	KAN4_2	9	823	442	0.932777	0.932777	1	1	AT1G78100;AT2G31090;AT2G41705;AT3G16240;AT4G11360;AT4G19880;AT4G34860;AT5G11420;AT5G44340;
cortex	DREB2C	LBD16	3	834	442	0.999919	0.999919	1	1	AT2G19890;AT4G34860;AT4G35250;
cortex	DREB2C	MYB111	19	814	442	0.0887546	0.355019	1	1	AT1G15165;AT1G20010;AT2G26080;AT2G31090;AT2G33990;AT2G41660;AT2G46490;AT3G22540;AT3G50800;AT3G61430;AT4G16563;AT4G34050;AT4G34860;AT4G38810;AT5G02270;AT5G08640;AT5G18840;AT5G24410;AT5G52260;
cortex	DREB2C	MYB111_2	14	789	442	0.441678	0.533603	1	1	AT1G29025;AT2G26080;AT2G31090;AT2G33990;AT2G36310;AT2G46490;AT3G22540;AT3G50800;AT4G16563;AT4G34050;AT4G34860;AT5G02270;AT5G51460;AT5G52260;
cortex	DREB2C	MYB46	19	765	442	0.055457	0.277285	1	1	AT1G15165;AT1G29025;AT2G26080;AT2G31090;AT2G33990;AT2G41660;AT2G46490;AT3G11900;AT3G22540;AT3G50800;AT3G61430;AT4G16563;AT4G34050;AT4G34860;AT4G38810;AT5G02270;AT5G08640;AT5G51460;AT5G52260;
cortex	DREB2C	MYB46_2	8	556	442	0.709654	0.709654	1	1	AT1G29025;AT1G78100;AT2G36830;AT3G61420;AT4G34050;AT4G35250;AT5G20280;AT5G51460;
cortex	DREB2C	MYB52	3	957	442	0.999988	0.999988	1	1	AT4G39800;AT5G55850;AT5G65430;
cortex	DREB2C	MYB52_2	16	783	442	0.235021	0.494296	1	1	AT1G01620;AT1G15165;AT1G70990;AT2G20680;AT2G26620;AT2G33990;AT2G41660;AT2G41705;AT2G46490;AT3G22540;AT3G50800;AT5G02270;AT5G08640;AT5G11420;AT5G44340;AT5G65430;
cortex	DREB2C	MYB55	12	698	442	0.495495	0.533603	1	1	AT2G26620;AT2G33990;AT2G46490;AT3G50800;AT3G61420;AT3G61430;AT4G34860;AT4G38810;AT4G39800;AT5G08640;AT5G51460;AT5G52260;
cortex	DREB2C	MYB55_2	6	624	442	0.949484	0.949484	1	1	AT1G01620;AT1G29025;AT2G20680;AT2G31090;AT5G24410;AT5G51460;
cortex	DREB2C	MYB59	10	798	442	0.858034	0.858034	1	1	AT1G07750;AT1G15165;AT2G26620;AT2G31090;AT3G50800;AT3G61430;AT4G11360;AT5G18840;AT5G24410;AT5G28020;
cortex	DREB2C	MYC2	22	830	442	0.0225281	0.157697	1	1	AT1G01620;AT1G05680;AT1G07750;AT1G16850;AT1G20010;AT1G70990;AT2G41660;AT2G45960;AT2G46930;AT3G11900;AT3G50800;AT3G61420;AT4G04970;AT4G24110;AT4G30410;AT4G30530;AT4G34860;AT4G39800;AT5G24410;AT5G28020;AT5G51460;AT5G65430;
cortex	DREB2C	MYC3	23	799	442	0.00821704	0.0821704	1	1	AT1G01620;AT1G05680;AT1G07750;AT1G16850;AT1G20010;AT1G70990;AT2G41660;AT2G45960;AT2G46930;AT3G11900;AT3G50800;AT3G61420;AT4G04970;AT4G17615;AT4G24110;AT4G30410;AT4G30530;AT4G34860;AT4G39800;AT5G24410;AT5G28020;AT5G51460;AT5G65430;
cortex	DREB2C	MYC4	20	806	442	0.0507561	0.253781	1	1	AT1G05680;AT1G07750;AT1G16850;AT1G20010;AT1G70990;AT2G45960;AT2G46930;AT3G50800;AT3G61420;AT4G04970;AT4G17615;AT4G24110;AT4G30410;AT4G30530;AT4G34860;AT4G39800;AT5G24410;AT5G28020;AT5G51460;AT5G65430;
cortex	DREB2C	ORA47	4	289	442	0.711036	0.711036	1	1	AT2G46930;AT3G61420;AT5G51460;AT5G67560;
cortex	DREB2C	ORA47_2	0	51	442	1	1	1	1	
cortex	DREB2C	PIF3	11	654	442	0.528454	0.533603	1	1	AT1G05680;AT1G16850;AT2G45960;AT3G50800;AT3G61420;AT4G04970;AT4G24110;AT4G39800;AT5G28020;AT5G51460;AT5G65430;
cortex	DREB2C	PIF4	17	726	442	0.100982	0.375104	1	1	AT1G05680;AT1G07750;AT1G16850;AT1G20010;AT2G41705;AT2G45960;AT3G50800;AT3G61420;AT4G04970;AT4G24110;AT4G30410;AT4G34860;AT4G39800;AT5G24410;AT5G28020;AT5G51460;AT5G65430;
cortex	DREB2C	PIF5	14	624	442	0.160871	0.482613	1	1	AT2G26620;AT2G41705;AT2G45960;AT2G46930;AT3G50800;AT3G61420;AT4G04970;AT4G24110;AT4G30410;AT4G34860;AT4G38810;AT4G39800;AT5G51460;AT5G65430;
cortex	DREB2C	RAP2.3	0	47	442	1	1	1	1	
cortex	DREB2C	RAP2.3_2	0	46	442	1	1	1	1	
cortex	DREB2C	RAP2.3_3ARY	0	74	442	1	1	1	1	
cortex	DREB2C	RAP2.6	0	41	442	1	1	1	1	
cortex	DREB2C	RAP2.6_2	0	38	442	1	1	1	1	
cortex	DREB2C	RAP2.6_3ARY	2	148	442	0.708479	0.708479	1	1	AT3G61420;AT5G67560;
cortex	DREB2C	REM1	12	726	442	0.550555	0.550555	1	1	AT1G20010;AT2G33990;AT2G36310;AT2G41705;AT2G43340;AT2G45960;AT2G46490;AT3G16240;AT4G11360;AT5G02270;AT5G44340;AT5G51460;
cortex	DREB2C	REM1_2	11	777	442	0.748328	0.748328	1	1	AT1G20010;AT1G78100;AT2G31090;AT2G42490;AT3G22540;AT3G50800;AT3G61420;AT4G17615;AT4G34860;AT4G39800;AT5G11420;
cortex	DREB2C	RRTF1	0	48	442	1	1	1	1	
cortex	DREB2C	RRTF1_2	0	64	442	1	1	1	1	
cortex	DREB2C	RRTF1_3ARY	1	65	442	0.664527	0.664527	1	1	AT5G51460;
cortex	DREB2C	RVE1	9	677	442	0.796596	0.796596	1	1	AT3G22540;AT4G16563;AT4G17615;AT4G38810;AT4G39800;AT5G18840;AT5G20280;AT5G44340;AT5G52260;
cortex	DREB2C	RVE1_2	10	810	442	0.869657	0.869657	1	1	AT1G26970;AT1G29025;AT2G33990;AT2G36830;AT4G16563;AT4G30530;AT5G08640;AT5G11420;AT5G18840;AT5G52260;
cortex	DREB2C	SPL1	7	706	442	0.950942	0.950942	1	1	AT1G78100;AT2G19890;AT2G43340;AT2G46930;AT3G11900;AT3G61430;AT4G34050;
cortex	DREB2C	SPL1_2	10	634	442	0.612625	0.612625	1	1	AT1G78100;AT2G19890;AT2G41660;AT2G43340;AT3G61420;AT3G61430;AT4G17615;AT4G38810;AT5G28020;AT5G67560;
cortex	DREB2C	SPL7	4	462	442	0.950547	0.950547	1	1	AT2G19890;AT2G43340;AT3G61420;AT5G20280;
cortex	DREB2C	STY1	6	781	442	0.9905	0.9905	1	1	AT3G61420;AT3G61430;AT4G16563;AT4G24110;AT5G18840;AT5G44340;
cortex	DREB2C	STY1_2	12	820	442	0.714857	0.714857	1	1	AT1G01620;AT1G70990;AT2G19890;AT2G20680;AT2G26080;AT3G11900;AT3G61430;AT4G16563;AT4G24110;AT4G38810;AT5G20280;AT5G65430;
cortex	DREB2C	TCP15	9	431	442	0.291869	0.533603	1	1	AT2G41705;AT3G16240;AT3G50800;AT3G61420;AT3G61430;AT4G11360;AT4G39800;AT5G51460;AT5G67560;
cortex	DREB2C	TCP16	11	425	442	0.100268	0.375104	1	1	AT1G29025;AT2G41660;AT2G41705;AT3G16240;AT3G50800;AT3G61420;AT3G61430;AT4G34050;AT4G34860;AT4G38810;AT4G39800;
cortex	DREB2C	TCP23	10	402	442	0.136125	0.408376	1	1	AT2G41705;AT3G16240;AT3G50800;AT3G61420;AT3G61430;AT4G11360;AT4G39800;AT5G08640;AT5G51460;AT5G67560;
cortex	DREB2C	TGA2	11	671	442	0.562828	0.562828	1	1	AT1G05680;AT2G31090;AT2G36310;AT2G46490;AT4G11360;AT4G17615;AT4G30410;AT4G38810;AT5G20280;AT5G52260;AT5G55850;
cortex	DREB2C	TGA2_2	12	772	442	0.635704	0.635704	1	1	AT2G36310;AT2G42490;AT2G43340;AT2G46490;AT3G11900;AT4G04970;AT4G11360;AT4G24110;AT4G34860;AT4G35250;AT4G38810;AT5G51460;
cortex	DREB2C	TOE1	5	756	442	0.995622	0.995622	1	1	AT2G19890;AT3G61420;AT4G16563;AT5G28020;AT5G65430;
cortex	DREB2C	TOE1_2	8	1041	442	0.996322	0.996322	1	1	AT1G07750;AT2G19890;AT3G22540;AT3G50800;AT4G16563;AT4G24110;AT4G30410;AT4G39800;
cortex	DREB2C	TOE1_3ARY	11	817	442	0.802444	0.802444	1	1	AT1G01620;AT1G07750;AT1G26970;AT1G78100;AT2G26080;AT2G26620;AT2G36310;AT2G45960;AT3G11900;AT4G11360;AT5G24410;
cortex	DREB2C	TOE2	6	762	442	0.988245	0.988245	1	1	AT2G19890;AT3G61420;AT4G16563;AT5G18840;AT5G28020;AT5G65430;
cortex	DREB2C	TOE2_2	5	813	442	0.997849	0.997849	1	1	AT1G07750;AT2G19890;AT4G16563;AT4G24110;AT4G39800;
cortex	DREB2C	TOE2_3ARY	10	781	442	0.840188	0.840188	1	1	AT1G01620;AT1G07750;AT1G26970;AT1G29025;AT1G78100;AT2G26080;AT2G26620;AT2G36310;AT2G45960;AT5G24410;
cortex	DREB2C	WOX13	14	770	442	0.40611	0.533603	1	1	AT1G29025;AT2G19890;AT2G26620;AT2G36310;AT3G04520;AT3G11900;AT3G16240;AT3G22540;AT3G61420;AT3G61430;AT4G16563;AT4G30530;AT4G39800;AT5G20280;
cortex	DREB2C	WOX13_2	11	695	442	0.609575	0.609575	1	1	AT1G01620;AT1G05680;AT1G26970;AT1G27670;AT2G33990;AT2G46930;AT4G30530;AT4G38810;AT4G39800;AT5G52260;AT5G55850;
cortex	DREB2C	WRKY12	8	719	442	0.91381	0.91381	1	1	AT1G26970;AT2G26620;AT2G41660;AT3G50800;AT4G17615;AT4G34050;AT5G20280;AT5G52260;
cortex	DREB2C	WRKY18	5	713	442	0.992617	0.992617	1	1	AT4G24110;AT4G38810;AT4G39800;AT5G65430;AT5G67560;
cortex	DREB2C	WRKY38	7	712	442	0.953656	0.953656	1	1	AT2G26620;AT2G31090;AT2G41660;AT3G50800;AT4G17615;AT5G20280;AT5G52260;
cortex	DREB2C	WRKY45	4	731	442	0.998284	0.998284	1	1	AT2G31090;AT2G41660;AT5G20280;AT5G52260;
cortex	DREB2C	YAB1	15	619	442	0.0957788	0.375104	1	1	AT1G07750;AT1G29025;AT1G70990;AT2G36310;AT2G36830;AT2G41660;AT2G43340;AT3G16240;AT3G61420;AT3G61430;AT4G04970;AT4G17615;AT4G30410;AT4G30530;AT5G52260;
cortex	DREB2C	YAB5	19	739	442	0.0419234	0.22311	1	1	AT1G16850;AT1G26970;AT2G26080;AT2G33990;AT2G46930;AT3G11900;AT3G16240;AT3G61420;AT3G61430;AT4G04970;AT4G16563;AT4G30530;AT4G34050;AT4G34860;AT4G38810;AT5G11420;AT5G24410;AT5G44340;AT5G52260;
cortex	DREB2C	ZAT14	13	816	442	0.603021	0.603021	1	1	AT1G29025;AT2G19890;AT2G41660;AT2G41705;AT3G04520;AT3G61420;AT3G61430;AT4G04970;AT4G17615;AT4G30410;AT4G39800;AT5G28020;AT5G67560;
cortex	DREB2C	ZAT18	6	689	442	0.974048	0.974048	1	1	AT2G19890;AT2G41660;AT3G61420;AT3G61430;AT4G30410;AT4G39800;
cortex	DREB2C	ZAT2	7	766	442	0.972645	0.972645	1	1	AT1G01620;AT1G15165;AT2G19890;AT2G26620;AT4G34860;AT5G20280;AT5G51460;
cortex	DREB2C	ZAT6	11	728	442	0.669663	0.669663	1	1	AT1G01620;AT1G78100;AT2G41660;AT2G42490;AT2G45960;AT3G50800;AT5G08640;AT5G18840;AT5G28020;AT5G44340;AT5G67560;
cortex	DREB2C_2	ERF1	0	73	442	1	1	1	1	
cortex	DREB2C_2	ETT	0	151	442	1	1	1	1	
cortex	DREB2C_2	ETT_2	6	415	442	0.69129	0.69129	1	1	AT1G05680;AT1G29025;AT2G31090;AT3G09780;AT4G05010;AT5G39580;
cortex	DREB2C_2	GATA12	15	1032	442	0.739921	0.739921	1	1	AT1G07420;AT1G12500;AT1G20190;AT1G20840;AT1G68410;AT1G76670;AT2G04780;AT2G36880;AT3G07460;AT3G09820;AT3G17390;AT4G27760;AT5G07190;AT5G25460;AT5G65430;
cortex	DREB2C_2	GLK1	9	930	442	0.973804	0.973804	1	1	AT1G09350;AT1G15165;AT1G20190;AT1G63080;AT2G33570;AT3G05890;AT3G17390;AT3G57520;AT5G66310;
cortex	DREB2C_2	GLK1_2	14	844	442	0.543182	0.543182	1	1	AT1G02270;AT1G20840;AT1G54090;AT1G68410;AT1G78040;AT2G17450;AT2G36880;AT3G57520;AT4G18360;AT4G36500;AT5G25460;AT5G26340;AT5G42100;AT5G65430;
cortex	DREB2C_2	HSFB2A	11	882	442	0.871408	0.871408	1	1	AT2G20880;AT3G02780;AT3G05890;AT3G06770;AT3G16240;AT3G53600;AT4G05010;AT4G27760;AT4G36500;AT5G24760;AT5G39580;
cortex	DREB2C_2	HSFB2A_2	12	865	442	0.778476	0.778476	1	1	AT1G01360;AT1G12500;AT1G22830;AT2G31090;AT2G36830;AT3G05890;AT3G11900;AT3G57520;AT4G03510;AT4G17615;AT4G27760;AT5G62100;
cortex	DREB2C_2	HSFC1	12	802	442	0.686479	0.686479	1	1	AT1G01360;AT1G12500;AT1G22830;AT2G31090;AT2G36830;AT3G05890;AT3G11900;AT3G17390;AT3G57520;AT4G18360;AT4G27760;AT5G62100;
cortex	DREB2C_2	HSFC1_2	8	871	442	0.978457	0.978457	1	1	AT1G09350;AT1G68410;AT3G02780;AT3G05890;AT3G16240;AT3G61420;AT4G36500;AT5G24760;
cortex	DREB2C_2	ICU4	19	670	442	0.0177464	0.141566	1	1	AT1G01360;AT1G05680;AT1G09090;AT1G12500;AT1G16850;AT1G29025;AT1G76670;AT2G20880;AT3G06770;AT3G11900;AT3G23090;AT3G61420;AT3G61430;AT4G20820;AT4G24220;AT5G02270;AT5G62100;AT5G65430;AT5G65925;
